Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),cuisine
2610,Middle Eastern,Egyptian,African,146.7606,805.6975,49.5540,5.6564,Middle Eastern
2611,Middle Eastern,Egyptian,African,39.3312,386.7670,15.5638,19.7239,Middle Eastern
2612,Middle Eastern,Egyptian,African,34.0004,1762.7662,82.9034,146.8971,Middle Eastern
2613,Middle Eastern,Egyptian,African,225.1172,1686.8298,67.8589,62.4829,Middle Eastern
2614,Middle Eastern,Egyptian,African,83.0609,1006.2380,26.1800,73.1713,Middle Eastern
2615,Middle Eastern,Egyptian,African,543.3028,4117.4667,46.5988,212.1542,Middle Eastern
2616,Middle Eastern,Egyptian,African,81.2955,1043.9806,68.5817,52.6077,Middle Eastern
2617,Middle Eastern,Egyptian,African,87.6790,1469.8658,23.6185,120.2423,Middle Eastern
2618,Middle Eastern,Egyptian,African,158.2643,1065.3316,63.0252,24.9374,Middle Eastern
2619,Middle Eastern,Egyptian,African,244.3117,1814.1703,87.4819,58.2962,Middle Eastern
2620,Middle Eastern,Egyptian,African,2.9158,518.9900,1.9215,56.4947,Middle Eastern
2621,Middle Eastern,Egyptian,African,167.6228,1409.6749,75.1704,55.5380,Middle Eastern
2622,Middle Eastern,Egyptian,African,3.5687,483.4693,29.3962,38.8087,Middle Eastern
2623,Middle Eastern,Egyptian,African,28.8948,1223.6182,90.7007,82.8815,Middle Eastern
2624,Middle Eastern,Egyptian,African,14.9691,1493.0635,6.7678,160.7903,Middle Eastern
2625,Middle Eastern,Egyptian,African,402.8471,10481.3524,25.1462,1000.0285,Middle Eastern
2626,Middle Eastern,Egyptian,African,200.6800,1521.0667,12.5600,77.8433,Middle Eastern
2627,Middle Eastern,Egyptian,African,19.6895,1032.7540,93.0839,62.6710,Middle Eastern
2628,Middle Eastern,Egyptian,African,307.4246,2606.7885,51.3165,138.2951,Middle Eastern
2629,Middle Eastern,Egyptian,African,151.6076,918.9914,15.9219,28.9226,Middle Eastern
2630,Middle Eastern,Egyptian,African,8.7474,230.9700,5.7645,19.4841,Middle Eastern
2631,Middle Eastern,Egyptian,African,288.0574,2650.6910,133.2597,128.5493,Middle Eastern
2632,Middle Eastern,Egyptian,African,456.5984,2188.1254,55.4465,20.9732,Middle Eastern
2633,Middle Eastern,Egyptian,African,203.9699,6183.7783,3.1795,611.8695,Middle Eastern
2634,Middle Eastern,Egyptian,African,31.8679,329.5205,4.4733,20.8050,Middle Eastern
2635,Middle Eastern,Egyptian,African,156.3066,1922.3923,120.9629,92.2091,Middle Eastern
2636,Middle Eastern,Egyptian,African,104.6808,1021.1770,33.7192,55.2341,Middle Eastern
2637,Middle Eastern,Egyptian,African,10.1431,3904.8400,10.0223,443.7902,Middle Eastern
2638,Rest Africa,Nigerian,African,11.2828,896.7931,147.6749,30.1224,Rest Africa
2639,Rest Africa,Nigerian,African,61.3927,4741.4400,257.1458,384.2864,Rest Africa
2640,Rest Africa,Nigerian,African,237.9340,1191.1535,30.4991,17.4933,Rest Africa
2641,Rest Africa,Nigerian,African,43.1977,192.4420,7.5372,6.4955,Rest Africa
2642,Rest Africa,Nigerian,African,53.2087,1096.0535,14.2093,100.5834,Rest Africa
2643,Rest Africa,Nigerian,African,209.4808,2310.3275,141.8314,102.7490,Rest Africa
2644,Rest Africa,Nigerian,African,221.9085,2591.7438,129.3330,146.4061,Rest Africa
2645,Rest Africa,Nigerian,African,20.0788,87.8378,4.8503,0.5071,Rest Africa
2646,Rest Africa,Nigerian,African,14.0149,447.4200,10.7526,40.3274,Rest Africa
2647,Rest Africa,Nigerian,African,47.9025,1132.1900,3.4759,109.7512,Rest Africa
2648,Rest Africa,Nigerian,African,226.9469,895.5181,2.7818,1.1415,Rest Africa
2649,Rest Africa,Nigerian,African,19.7859,2233.1800,12.1145,245.1870,Rest Africa
2650,Rest Africa,Nigerian,African,214.2833,1154.7421,20.0447,29.0112,Rest Africa
2651,Rest Africa,Nigerian,African,63.3961,953.5881,22.4362,74.6315,Rest Africa
2652,Rest Africa,Nigerian,African,18.8820,1878.1712,44.0954,187.2560,Rest Africa
2653,Rest Africa,Nigerian,African,22.5910,329.2367,2.6180,27.3764,Rest Africa
2654,Rest Africa,Nigerian,African,34.7800,243.6000,8.7024,9.4208,Rest Africa
2655,Rest Africa,Nigerian,African,20.5832,228.6600,9.3324,14.7176,Rest Africa
2656,Northern Africa,Moroccan,African,248.3609,17343.0723,401.1311,1638.6127,Northern Africa
2657,Northern Africa,Moroccan,African,362.4176,2173.7627,114.8770,37.4801,Northern Africa
2658,Northern Africa,Moroccan,African,511.5621,3402.8343,178.1407,82.5335,Northern Africa
2659,Northern Africa,Moroccan,African,35.3808,3068.2712,547.0434,71.1227,Northern Africa
2660,Northern Africa,Moroccan,African,31.0374,771.0929,93.4788,29.9546,Northern Africa
2661,Northern Africa,Moroccan,African,226.1946,10002.3667,249.3429,904.8643,Northern Africa
2662,Northern Africa,Moroccan,African,46.7739,444.8824,5.0543,28.5408,Northern Africa
2663,Northern Africa,Moroccan,African,36.3731,1205.6547,186.2531,35.0150,Northern Africa
2664,Northern Africa,Moroccan,African,560.1433,2356.3663,52.4855,14.3646,Northern Africa
2665,Northern Africa,Moroccan,African,455.6114,2731.7895,132.3587,52.3929,Northern Africa
2666,Northern Africa,Moroccan,African,270.9151,1667.1161,74.6200,38.1243,Northern Africa
2667,Northern Africa,Moroccan,African,230.4543,2124.5124,246.8351,23.9566,Northern Africa
2668,Northern Africa,Moroccan,African,25.6734,591.7440,29.7517,43.1250,Northern Africa
2669,Northern Africa,Moroccan,African,272.0988,2847.8478,171.7978,125.9894,Northern Africa
2670,Northern Africa,Moroccan,African,188.2295,1778.3118,144.4200,54.4294,Northern Africa
2671,Northern Africa,Moroccan,African,117.6028,2376.9656,211.6569,115.1166,Northern Africa
2672,Northern Africa,Moroccan,African,249.0967,1598.1153,82.9588,37.7312,Northern Africa
2673,Northern Africa,Moroccan,African,306.6238,1720.4536,81.9051,28.6066,Northern Africa
2674,Northern Africa,Moroccan,African,22.0179,339.3654,3.4666,27.8953,Northern Africa
2675,Northern Africa,Moroccan,African,347.4476,1884.5123,72.9775,34.9217,Northern Africa
2676,Northern Africa,Moroccan,African,7.8009,41.9728,1.3776,1.5273,Northern Africa
2677,Northern Africa,Moroccan,African,67.2041,659.6857,13.7937,43.3530,Northern Africa
2678,Northern Africa,Moroccan,African,721.1797,4393.2692,314.4983,45.8311,Northern Africa
2679,Northern Africa,Moroccan,African,33.0312,1119.3625,7.6728,109.7587,Northern Africa
2680,Northern Africa,Moroccan,African,131.5459,688.9797,16.6022,15.0921,Northern Africa
2681,Northern Africa,Moroccan,African,604.2438,3379.7953,160.6477,41.8972,Northern Africa
2682,Northern Africa,Moroccan,African,11.1161,854.1583,179.9562,5.1614,Northern Africa
2683,Northern Africa,Moroccan,African,53.6999,712.4955,7.5088,55.6230,Northern Africa
2684,Northern Africa,Moroccan,African,426.4403,3345.8200,73.2018,155.5352,Northern Africa
2685,Northern Africa,Moroccan,African,1.1741,3.6800,0.1150,0.0387,Northern Africa
2686,Northern Africa,Moroccan,African,81.8234,375.4180,16.0387,4.5599,Northern Africa
2687,Northern Africa,Moroccan,African,256.5888,3625.2749,525.9689,53.0862,Northern Africa
2688,Northern Africa,Moroccan,African,297.4812,2815.5077,77.4163,157.5042,Northern Africa
2689,Northern Africa,Moroccan,African,249.4921,1577.0273,74.2193,41.8171,Northern Africa
2690,Northern Africa,Moroccan,African,54.9350,689.1730,22.7954,47.2820,Northern Africa
2691,Northern Africa,Moroccan,African,115.4394,723.2761,21.2735,19.2679,Northern Africa
2692,Northern Africa,Moroccan,African,162.2283,1419.0430,57.4506,62.4423,Northern Africa
2693,Northern Africa,Moroccan,African,55.1483,1292.2072,188.3685,33.7163,Northern Africa
2694,Northern Africa,Moroccan,African,108.9607,3474.8740,175.5636,259.4929,Northern Africa
2695,Northern Africa,Moroccan,African,154.4954,3933.0673,205.2370,279.2862,Northern Africa
2696,Northern Africa,Moroccan,African,43.8970,624.5970,28.7706,38.6703,Northern Africa
2697,Northern Africa,Moroccan,African,97.5656,9400.5210,196.3138,921.3935,Northern Africa
2698,Northern Africa,Moroccan,African,5.1488,329.0847,53.5208,10.9519,Northern Africa
2699,Northern Africa,Moroccan,African,204.7708,2497.4469,128.2904,131.5967,Northern Africa
2700,Northern Africa,Moroccan,African,182.6570,4350.1718,159.2176,337.2171,Northern Africa
2701,Northern Africa,Moroccan,African,321.8718,1783.7265,55.8512,27.4660,Northern Africa
2702,Northern Africa,Moroccan,African,58.7352,5457.1480,337.0201,424.4539,Northern Africa
2703,Northern Africa,Moroccan,African,239.6624,1705.2031,75.9520,56.2835,Northern Africa
2704,Northern Africa,Moroccan,African,220.8215,2998.3516,176.8981,158.1575,Northern Africa
2705,Northern Africa,Moroccan,African,6.9810,153.5720,2.0440,13.8657,Northern Africa
2706,Rest Africa,Nigerian,African,65.1892,3068.8227,368.2785,149.7634,Rest Africa
2707,Rest Africa,Nigerian,African,116.5759,3402.6557,208.7362,243.7995,Rest Africa
2708,Rest Africa,Nigerian,African,46.4199,1120.5162,77.0226,75.1942,Rest Africa
2709,Rest Africa,Nigerian,African,288.3429,2079.1511,123.3920,51.8845,Rest Africa
2710,Rest Africa,Nigerian,African,513.1459,7167.2201,245.2262,478.6798,Rest Africa
2711,Rest Africa,Nigerian,African,648.4691,3788.2537,173.9532,72.1134,Rest Africa
2712,Rest Africa,Nigerian,African,327.6594,2066.7572,60.7916,59.6515,Rest Africa
2713,Rest Africa,Nigerian,African,149.8787,3719.8840,174.1352,295.9331,Rest Africa
2714,Rest Africa,Nigerian,African,309.9767,1995.6257,59.9095,60.8318,Rest Africa
2715,Rest Africa,Nigerian,African,286.8628,4958.3397,278.6731,326.9620,Rest Africa
2716,Rest Africa,Nigerian,African,99.1090,1609.4854,53.9856,123.4815,Rest Africa
2717,Rest Africa,Nigerian,African,64.8065,763.1900,9.3223,52.8205,Rest Africa
2718,Rest Africa,Nigerian,African,75.9441,4182.8458,281.3741,312.4779,Rest Africa
2719,Rest Africa,Nigerian,African,191.4534,3212.8193,261.3219,163.0440,Rest Africa
2720,Rest Africa,Nigerian,African,48.9424,693.5240,9.4602,55.4870,Rest Africa
2721,Rest Africa,Nigerian,African,40.5614,1084.9520,207.8279,5.8968,Rest Africa
2722,Rest Africa,Nigerian,African,176.6764,1254.2627,38.6537,51.9924,Rest Africa
2723,Rest Africa,Nigerian,African,211.9652,1877.4208,54.1209,105.8234,Rest Africa
2724,Rest Africa,Nigerian,African,53.1319,2165.8082,280.7266,92.3702,Rest Africa
2725,Rest Africa,Nigerian,African,995.7786,5384.8115,183.3372,92.0206,Rest Africa
2726,Rest Africa,Nigerian,African,70.7574,1852.0346,326.3191,23.9094,Rest Africa
2727,Rest Africa,Nigerian,African,81.3572,1205.8658,48.4854,78.8267,Rest Africa
2728,Rest Africa,Nigerian,African,249.9500,967.5000,0.0000,0.0000,Rest Africa
2729,Rest Africa,Nigerian,African,120.5977,1285.5800,45.6220,79.6538,Rest Africa
2730,Rest Africa,Nigerian,African,200.1502,1687.1860,53.5150,80.4329,Rest Africa
2731,Rest Africa,Nigerian,African,229.5085,1134.1220,16.8503,20.0038,Rest Africa
2732,Rest Africa,Nigerian,African,42.9444,23918.4000,520.7688,2404.3428,Rest Africa
2733,Rest Africa,Nigerian,African,192.4377,1822.5310,68.6181,90.1042,Rest Africa
2734,Rest Africa,Nigerian,African,762.3361,3648.1797,79.2717,31.3053,Rest Africa
2735,Rest Africa,Nigerian,African,78.0873,551.7371,15.4858,23.5997,Rest Africa
2736,Rest Africa,Nigerian,African,126.0096,13492.8059,236.8963,1365.1466,Rest Africa
2737,Rest Africa,Nigerian,African,44.7422,245.8260,3.1071,7.3462,Rest Africa
2738,Rest Africa,Nigerian,African,232.9172,2420.0540,228.6736,68.6268,Rest Africa
2739,Rest Africa,Nigerian,African,152.0797,1654.1280,7.2890,112.7678,Rest Africa
2740,Rest Africa,Nigerian,African,184.8345,1854.2890,63.5289,98.4052,Rest Africa
2741,Rest Africa,Nigerian,African,66.0985,1595.5602,100.8029,104.4449,Rest Africa
2742,Rest Africa,Nigerian,African,337.4397,2115.6600,36.5280,72.4136,Rest Africa
2743,Rest Africa,Nigerian,African,156.1995,1130.0250,37.0861,40.4595,Rest Africa
2744,Rest Africa,Nigerian,African,274.2556,1959.5162,82.9398,59.2364,Rest Africa
2745,Rest Africa,Nigerian,African,43.6586,466.1550,22.8986,24.8483,Rest Africa
2746,Rest Africa,Nigerian,African,51.2152,5592.0000,3.1548,611.8560,Rest Africa
2747,Rest Africa,Nigerian,African,908.9502,5041.9290,60.5438,131.6097,Rest Africa
2748,Rest Africa,Nigerian,African,124.1078,995.6568,35.4451,40.1018,Rest Africa
2749,Rest Africa,Nigerian,African,1.7760,175.2000,1.3020,18.5460,Rest Africa
2750,Rest Africa,Nigerian,African,272.2350,1619.5320,39.7500,43.8827,Rest Africa
2751,Rest Africa,Nigerian,African,369.6585,2352.0340,68.8746,68.3996,Rest Africa
2752,Rest Africa,Nigerian,African,104.9625,2168.3822,151.9307,127.6390,Rest Africa
2753,Rest Africa,Nigerian,African,75.8980,593.9770,16.2261,26.5740,Rest Africa
2754,Rest Africa,Nigerian,African,81.8275,1196.1928,121.6622,42.5520,Rest Africa
2755,Rest Africa,Nigerian,African,289.2423,2105.7350,72.6013,76.9968,Rest Africa
2756,Rest Africa,Nigerian,African,43.0894,187.1540,3.7636,8.1925,Rest Africa
2757,Rest Africa,Nigerian,African,47.4620,852.0018,33.1885,61.5706,Rest Africa
2758,Rest Africa,Nigerian,African,24.8091,4738.4304,180.5153,445.2337,Rest Africa
2759,Rest Africa,Nigerian,African,699.7954,3565.5597,123.7089,24.8934,Rest Africa
2760,Rest Africa,Nigerian,African,91.0516,2133.4392,114.7773,150.1460,Rest Africa
2761,Rest Africa,Nigerian,African,39.4858,536.0047,40.6222,25.9787,Rest Africa
2762,Rest Africa,Nigerian,African,345.1682,2167.7061,119.2058,45.2594,Rest Africa
2763,Rest Africa,Nigerian,African,335.7528,4659.6971,238.6424,271.6884,Rest Africa
2764,Rest Africa,Nigerian,African,162.2880,950.7278,52.2863,31.4554,Rest Africa
2765,Rest Africa,Nigerian,African,91.4345,989.9985,9.3335,70.0057,Rest Africa
2766,Rest Africa,Nigerian,African,54.6788,316.0350,15.4668,6.7093,Rest Africa
2767,Rest Africa,Nigerian,African,1.9258,127.8100,0.3008,13.5250,Rest Africa
2768,Rest Africa,Nigerian,African,140.8049,567.3300,1.7308,0.4953,Rest Africa
2769,Rest Africa,Nigerian,African,20.9355,2549.3582,118.0556,221.4436,Rest Africa
2770,Rest Africa,Nigerian,African,85.5560,1147.1520,24.8823,81.7318,Rest Africa
2771,Rest Africa,Nigerian,African,25.8591,713.7670,2.9444,68.0909,Rest Africa
2772,Rest Africa,Nigerian,African,588.1747,18609.2665,1885.1850,929.6183,Rest Africa
2773,Rest Africa,Nigerian,African,110.4082,1834.2316,219.9756,67.4610,Rest Africa
2774,Rest Africa,Nigerian,African,146.3439,1030.6311,22.2814,44.2194,Rest Africa
2775,Rest Africa,Nigerian,African,169.4370,1891.8539,111.8385,83.4140,Rest Africa
2776,Rest Africa,Nigerian,African,77.4051,3185.5328,146.1469,267.0834,Rest Africa
2777,Rest Africa,Nigerian,African,64.9316,1528.7200,4.6584,145.1944,Rest Africa
2778,Rest Africa,Nigerian,African,4.1426,137.7792,0.7721,13.5661,Rest Africa
2779,Rest Africa,Nigerian,African,39.7659,3516.3537,20.5536,366.3112,Rest Africa
2780,Rest Africa,Nigerian,African,39.9699,323.0983,23.5140,10.4900,Rest Africa
2781,Rest Africa,Nigerian,African,7.3831,276.6695,1.6900,28.0171,Rest Africa
2782,Rest Africa,Nigerian,African,393.2222,8355.4400,42.3512,747.0070,Rest Africa
2783,Rest Africa,Nigerian,African,75.3300,1390.1800,37.1190,114.6071,Rest Africa
2784,Rest Africa,Nigerian,African,228.0997,1763.3820,62.2840,68.6637,Rest Africa
2785,Rest Africa,Nigerian,African,37.5748,817.7710,32.4399,62.5866,Rest Africa
2786,Rest Africa,Nigerian,African,288.1647,3214.7891,178.6866,161.2651,Rest Africa
2787,Rest Africa,Nigerian,African,575.8135,2669.1443,52.0228,20.1379,Rest Africa
2788,Rest Africa,Nigerian,African,101.0235,501.2920,4.1500,14.4998,Rest Africa
2789,Rest Africa,Nigerian,African,7.7823,564.7312,105.8245,12.3046,Rest Africa
2790,Rest Africa,Nigerian,African,70.7943,1264.7118,25.5270,102.1028,Rest Africa
2791,Rest Africa,Nigerian,African,45.0295,465.1300,11.6624,29.0619,Rest Africa
2792,Rest Africa,Nigerian,African,568.8291,7449.7132,286.7261,448.1277,Rest Africa
2793,Rest Africa,Nigerian,African,598.2534,3496.7253,136.9014,64.3070,Rest Africa
2794,Rest Africa,Nigerian,African,11.3031,62.1600,3.0938,2.5571,Rest Africa
2795,Rest Africa,Nigerian,African,52.5707,748.6233,95.7165,16.7950,Rest Africa
2796,Rest Africa,Nigerian,African,57.5093,1715.9035,85.7818,128.2994,Rest Africa
2797,Rest Africa,Nigerian,African,227.9148,1829.8878,201.6503,10.2991,Rest Africa
2798,Rest Africa,Nigerian,African,14.4586,1757.7023,61.7894,162.3835,Rest Africa
2799,Rest Africa,Nigerian,African,342.6058,1770.6195,77.5879,26.3916,Rest Africa
2800,Rest Africa,Nigerian,African,79.7817,824.4900,15.8319,56.1716,Rest Africa
2801,Rest Africa,Nigerian,African,403.3155,9598.0421,6.3464,903.9804,Rest Africa
2802,Rest Africa,Nigerian,African,140.1566,2375.7769,194.5148,119.6392,Rest Africa
2803,Rest Africa,Nigerian,African,143.8415,8546.2515,188.5029,805.7547,Rest Africa
2804,Rest Africa,Nigerian,African,8.1899,1371.6040,78.4682,112.2788,Rest Africa
2805,Rest Africa,Nigerian,African,2.2732,731.4330,90.2539,37.8506,Rest Africa
2806,Rest Africa,Nigerian,African,18.0785,1201.4080,37.9946,111.3379,Rest Africa
2807,Rest Africa,Nigerian,African,65.6971,1237.8040,6.9007,109.6845,Rest Africa
2808,Rest Africa,Nigerian,African,28.3757,149.2735,6.8974,6.1018,Rest Africa
2809,Rest Africa,Nigerian,African,139.5672,8486.1826,226.6229,800.9379,Rest Africa
2810,Rest Africa,Nigerian,African,297.6293,1874.4000,8.0760,82.1920,Rest Africa
2811,Rest Africa,Nigerian,African,26.1910,2155.6309,179.8887,144.1151,Rest Africa
2812,Rest Africa,Nigerian,African,69.8335,940.2615,7.7053,74.0290,Rest Africa
2813,Rest Africa,Nigerian,African,119.9757,983.9415,17.1377,57.2952,Rest Africa
2814,Rest Africa,Nigerian,African,18.5702,282.5545,8.7899,22.2396,Rest Africa
2815,Rest Africa,Nigerian,African,,,,,Rest Africa
2816,Rest Africa,Nigerian,African,414.5854,2106.2200,5.7112,57.3500,Rest Africa
2817,Rest Africa,Nigerian,African,24.0575,14018.9763,1287.1769,933.8544,Rest Africa
2818,Rest Africa,Nigerian,African,79.1610,1629.3730,233.1098,42.4335,Rest Africa
2819,Rest Africa,Nigerian,African,0.0000,605.5400,0.0000,68.5000,Rest Africa
2820,Rest Africa,Nigerian,African,32.9638,1150.9774,185.8926,28.0992,Rest Africa
2821,Rest Africa,Nigerian,African,16.1087,397.5800,29.5102,23.6541,Rest Africa
2822,Rest Africa,Nigerian,African,73.9746,553.1381,43.6349,20.2219,Rest Africa
2823,Rest Africa,Nigerian,African,16.8656,554.4380,2.0817,54.7035,Rest Africa
2824,Rest Africa,Nigerian,African,186.6350,2392.1500,122.9760,127.6608,Rest Africa
2825,Rest Africa,Nigerian,African,38.0463,195.5520,9.6682,7.9259,Rest Africa
2826,Rest Africa,Nigerian,African,113.9105,4044.3734,485.3923,182.8144,Rest Africa
2827,Rest Africa,Nigerian,African,273.9031,29652.8747,647.2761,2900.9623,Rest Africa
2828,Rest Africa,Nigerian,African,53.5190,228.2366,10.4756,1.3164,Rest Africa
2829,Rest Africa,Nigerian,African,271.8540,1397.0400,42.6759,15.3345,Rest Africa
2830,Rest Africa,Nigerian,African,24.6402,629.9441,93.2441,16.4129,Rest Africa
2831,Rest Africa,Nigerian,African,1773.0965,8745.2854,225.7857,128.5724,Rest Africa
2832,Rest Africa,Nigerian,African,0.0000,0.0000,0.0000,0.0000,Rest Africa
2833,Rest Africa,Nigerian,African,65.8094,1302.0885,114.5715,68.8323,Rest Africa
2834,Rest Africa,Nigerian,African,84.9405,1466.7626,107.9845,85.8159,Rest Africa
2835,Rest Africa,Nigerian,African,763.4783,6960.0100,252.7705,342.5730,Rest Africa
2836,Rest Africa,Nigerian,African,13.6917,410.6880,1.4411,41.1456,Rest Africa
2837,Middle Eastern,Rest Middle Eastern,Asian,56.6905,615.2089,13.4766,43.0058,Middle Eastern
2838,Middle Eastern,Rest Middle Eastern,Asian,175.1043,4413.8380,114.6779,365.3721,Middle Eastern
2839,Middle Eastern,Rest Middle Eastern,Asian,39.0559,1161.6580,44.2104,94.8115,Middle Eastern
2840,Middle Eastern,Rest Middle Eastern,Asian,842.9897,3285.9518,6.2506,2.0729,Middle Eastern
2841,Middle Eastern,Rest Middle Eastern,Asian,61.8826,275.3751,13.8853,2.2944,Middle Eastern
2842,Middle Eastern,Rest Middle Eastern,Asian,32.7237,149.6759,5.7594,1.1995,Middle Eastern
2843,Middle Eastern,Rest Middle Eastern,Asian,55.0694,1545.5275,47.4653,129.8207,Middle Eastern
2844,Middle Eastern,Rest Middle Eastern,Asian,14.9440,2229.8000,1.7600,245.1600,Middle Eastern
2845,Middle Eastern,Rest Middle Eastern,Asian,88.9846,827.2944,12.8084,51.2087,Middle Eastern
2846,Middle Eastern,Rest Middle Eastern,Asian,176.3408,1380.4690,78.5990,45.4650,Middle Eastern
2847,Middle Eastern,Rest Middle Eastern,Asian,304.9222,2168.3580,29.0136,95.1202,Middle Eastern
2848,Middle Eastern,Rest Middle Eastern,Asian,15.8203,689.4506,14.6814,65.1412,Middle Eastern
2849,Middle Eastern,Rest Middle Eastern,Asian,12.0841,497.0402,8.1508,48.6592,Middle Eastern
2850,Middle Eastern,Rest Middle Eastern,Asian,489.8048,4198.0712,241.4449,151.6853,Middle Eastern
2851,Middle Eastern,Rest Middle Eastern,Asian,96.5991,391.8590,6.2415,2.0638,Middle Eastern
2852,Middle Eastern,Rest Middle Eastern,Asian,937.0686,3837.5500,45.3586,3.4145,Middle Eastern
2853,Middle Eastern,Rest Middle Eastern,Asian,606.1185,3094.3591,56.3758,59.6604,Middle Eastern
2854,Middle Eastern,Rest Middle Eastern,Asian,102.2267,870.6548,27.4176,48.1503,Middle Eastern
2855,Middle Eastern,Rest Middle Eastern,Asian,43.3777,1200.0078,70.6569,83.9422,Middle Eastern
2856,Middle Eastern,Rest Middle Eastern,Asian,94.3062,1640.5010,21.9389,136.8071,Middle Eastern
2857,Middle Eastern,Rest Middle Eastern,Asian,38.7532,168.7691,5.4947,0.7729,Middle Eastern
2858,Middle Eastern,Rest Middle Eastern,Asian,289.0875,1745.9930,75.1495,39.7502,Middle Eastern
2859,Middle Eastern,Rest Middle Eastern,Asian,231.8731,1460.2089,21.4487,57.6473,Middle Eastern
2860,Middle Eastern,Rest Middle Eastern,Asian,24.5780,2207.9218,401.8124,45.0367,Middle Eastern
2861,Middle Eastern,Rest Middle Eastern,Asian,127.7329,1213.5700,37.9913,73.1797,Middle Eastern
2862,Middle Eastern,Rest Middle Eastern,Asian,132.6551,12093.6351,256.3306,1185.7211,Middle Eastern
2863,Middle Eastern,Rest Middle Eastern,Asian,17.5829,2311.3950,179.6996,164.8369,Middle Eastern
2864,Middle Eastern,Rest Middle Eastern,Asian,50.7693,452.4987,4.9471,29.3817,Middle Eastern
2865,Middle Eastern,Rest Middle Eastern,Asian,32.8586,3246.7258,604.7112,62.2093,Middle Eastern
2866,Middle Eastern,Rest Middle Eastern,Asian,506.1981,3909.3550,195.1537,118.2434,Middle Eastern
2867,Middle Eastern,Rest Middle Eastern,Asian,10.8437,1974.1926,2.9494,218.1614,Middle Eastern
2868,Middle Eastern,Rest Middle Eastern,Asian,106.2365,1770.3654,87.3561,113.6799,Middle Eastern
2869,Middle Eastern,Rest Middle Eastern,Asian,209.8258,2057.3220,215.5292,44.8622,Middle Eastern
2870,Middle Eastern,Rest Middle Eastern,Asian,37.8691,2682.1546,429.7420,80.3049,Middle Eastern
2871,Middle Eastern,Rest Middle Eastern,Asian,69.4616,2422.4088,145.7013,173.5651,Middle Eastern
2872,Middle Eastern,Rest Middle Eastern,Asian,173.7082,2660.6459,200.4134,133.9812,Middle Eastern
2873,Middle Eastern,Rest Middle Eastern,Asian,101.6992,1248.0251,38.8956,82.3458,Middle Eastern
2874,Middle Eastern,Rest Middle Eastern,Asian,437.6914,2678.1440,59.2685,86.2653,Middle Eastern
2875,Middle Eastern,Rest Middle Eastern,Asian,151.2001,1779.8600,15.5939,125.0003,Middle Eastern
2876,Middle Eastern,Rest Middle Eastern,Asian,39.6562,806.9607,33.5743,62.0579,Middle Eastern
2877,Middle Eastern,Rest Middle Eastern,Asian,155.7722,3653.4380,8.7127,340.9240,Middle Eastern
2878,Middle Eastern,Rest Middle Eastern,Asian,37.4598,230.3389,10.4250,5.8062,Middle Eastern
2879,Middle Eastern,Rest Middle Eastern,Asian,13.7589,128.7184,6.9951,5.6819,Middle Eastern
2880,Middle Eastern,Rest Middle Eastern,Asian,93.5062,1636.0072,21.7475,136.5357,Middle Eastern
2881,Middle Eastern,Rest Middle Eastern,Asian,363.5523,4494.8530,100.3850,314.2095,Middle Eastern
2882,Middle Eastern,Rest Middle Eastern,Asian,190.1149,1794.4337,76.0147,89.7906,Middle Eastern
2883,Middle Eastern,Rest Middle Eastern,Asian,0.0000,0.0000,0.0000,0.0000,Middle Eastern
2884,Middle Eastern,Rest Middle Eastern,Asian,10.5850,762.8066,105.8619,30.6960,Middle Eastern
2885,Middle Eastern,Rest Middle Eastern,Asian,26.9919,1359.9500,211.1168,39.8157,Middle Eastern
2886,Chinese and Mongolian,Chinese,Asian,39.6487,1885.5851,201.5459,98.4323,Chinese and Mongolian
2887,Chinese and Mongolian,Chinese,Asian,46.9278,6393.2694,144.4498,625.9935,Chinese and Mongolian
2888,Chinese and Mongolian,Chinese,Asian,132.4668,4176.5470,79.3766,369.5232,Chinese and Mongolian
2889,Chinese and Mongolian,Chinese,Asian,13.7397,1064.4600,1.1329,111.9502,Chinese and Mongolian
2890,Chinese and Mongolian,Chinese,Asian,77.0288,6326.6056,54.1959,654.7875,Chinese and Mongolian
2891,Chinese and Mongolian,Chinese,Asian,43.2831,1098.4359,102.4256,59.7232,Chinese and Mongolian
2892,Chinese and Mongolian,Chinese,Asian,316.9984,2349.5591,85.1343,78.7409,Chinese and Mongolian
2893,Chinese and Mongolian,Chinese,Asian,305.8884,1521.1620,29.7746,16.3438,Chinese and Mongolian
2894,Chinese and Mongolian,Chinese,Asian,33.4643,1160.6255,90.2296,72.6435,Chinese and Mongolian
2895,Chinese and Mongolian,Chinese,Asian,12.6863,401.0840,9.1378,35.9796,Chinese and Mongolian
2896,Chinese and Mongolian,Chinese,Asian,372.5698,5890.0580,109.6318,442.5668,Chinese and Mongolian
2897,Chinese and Mongolian,Chinese,Asian,24.9922,2292.5421,365.3462,70.1299,Chinese and Mongolian
2898,Chinese and Mongolian,Chinese,Asian,14.3807,866.5920,0.8843,90.4243,Chinese and Mongolian
2899,Chinese and Mongolian,Chinese,Asian,318.0959,1711.4650,39.9363,28.4144,Chinese and Mongolian
2900,Chinese and Mongolian,Chinese,Asian,119.2697,2969.4510,64.3295,249.0684,Chinese and Mongolian
