Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),cuisine
85351,Mexican,Mexican,Latin American,320.8589,1904.1840,42.5020,51.7857,Mexican
85352,Mexican,Mexican,Latin American,353.3572,1691.9366,39.7767,34.6472,Mexican
85353,Mexican,Mexican,Latin American,1630.9791,65201.1385,3308.3389,5051.5314,Mexican
85354,Mexican,Mexican,Latin American,202.4509,1300.8708,69.8091,29.0247,Mexican
85355,Mexican,Mexican,Latin American,35.7824,8533.7814,451.9703,735.9277,Mexican
85356,Mexican,Mexican,Latin American,22.7278,123.6500,5.9431,3.2389,Mexican
85357,Mexican,Mexican,Latin American,42.0888,568.6354,31.1296,32.7768,Mexican
85358,Mexican,Mexican,Latin American,198.1758,1064.4479,65.2077,4.5589,Mexican
85359,Mexican,Mexican,Latin American,62.9199,343.8500,22.1510,1.5627,Mexican
85360,Mexican,Mexican,Latin American,28.5743,155.4000,15.5382,1.8213,Mexican
85361,Mexican,Mexican,Latin American,0.3519,7567.2270,1683.0563,42.5996,Mexican
85362,Mexican,Mexican,Latin American,20.8938,391.4867,14.8216,29.4072,Mexican
85363,Mexican,Mexican,Latin American,71.8219,1308.0825,106.4026,65.6943,Mexican
85364,Mexican,Mexican,Latin American,27.1793,4061.3387,426.0332,245.3500,Mexican
85365,Mexican,Mexican,Latin American,88.5499,1448.6666,67.0398,94.6384,Mexican
85366,Mexican,Mexican,Latin American,61.0042,852.7893,28.9563,56.4531,Mexican
85367,Mexican,Mexican,Latin American,22.6187,506.8891,91.7819,3.1581,Mexican
85368,Mexican,Mexican,Latin American,30.6374,753.3162,115.3767,18.3716,Mexican
85369,Mexican,Mexican,Latin American,37.8091,704.5944,108.1285,12.7524,Mexican
85371,Mexican,Mexican,Latin American,67.3493,1714.5420,206.4617,68.2422,Mexican
85372,Mexican,Mexican,Latin American,15.2278,68.2099,2.7358,0.5168,Mexican
85373,Mexican,Mexican,Latin American,17.3217,524.2258,2.6518,51.1962,Mexican
85374,Mexican,Mexican,Latin American,13.3190,1327.4512,2.1096,144.5654,Mexican
85375,Mexican,Mexican,Latin American,21.6916,1568.9312,145.2514,97.7518,Mexican
85376,Mexican,Mexican,Latin American,243.6539,1489.2720,76.2633,32.7166,Mexican
85377,Mexican,Mexican,Latin American,194.0972,853.6558,37.2467,6.1249,Mexican
85378,Mexican,Mexican,Latin American,132.7600,3672.2788,202.8405,265.0899,Mexican
85379,Mexican,Mexican,Latin American,239.5392,2307.8477,289.1991,30.7565,Mexican
85380,Mexican,Mexican,Latin American,162.9282,2301.6113,135.8330,124.3431,Mexican
85381,Mexican,Mexican,Latin American,162.8739,748.9216,28.4789,11.7544,Mexican
85382,Mexican,Mexican,Latin American,87.5518,552.4454,9.5074,24.0248,Mexican
85383,Mexican,Mexican,Latin American,5185.5180,23929.1000,1322.5800,212.1980,Mexican
85384,Mexican,Mexican,Latin American,83.7947,384.0036,17.7902,3.8103,Mexican
85385,Mexican,Mexican,Latin American,248.8742,1662.8572,67.4372,44.3919,Mexican
85386,Mexican,Mexican,Latin American,66.5302,1941.0050,164.7796,110.3898,Mexican
85387,Mexican,Mexican,Latin American,9.7186,7581.7821,280.5503,703.1367,Mexican
85388,Mexican,Mexican,Latin American,98.2827,20757.8237,472.8211,2056.8724,Mexican
85389,Mexican,Mexican,Latin American,1145.4865,7351.2311,205.7575,215.0233,Mexican
85390,Mexican,Mexican,Latin American,30.6158,1705.7037,17.0094,174.4117,Mexican
85391,Mexican,Mexican,Latin American,36.8898,3447.4500,91.9401,328.4523,Mexican
85392,Mexican,Mexican,Latin American,34.3424,144.0313,2.2080,0.5951,Mexican
85393,Mexican,Mexican,Latin American,173.0336,892.8349,17.2498,26.0812,Mexican
85394,Mexican,Mexican,Latin American,43.1982,532.3812,22.6823,32.8112,Mexican
85395,Mexican,Mexican,Latin American,493.6036,3319.5898,107.1819,107.7829,Mexican
85396,Mexican,Mexican,Latin American,25.0484,260.9764,6.3028,0.3627,Mexican
85397,Mexican,Mexican,Latin American,930.1248,25026.0480,4209.6038,449.5507,Mexican
85398,Mexican,Mexican,Latin American,24.3863,5858.5527,312.3269,504.6204,Mexican
85399,Mexican,Mexican,Latin American,275.8762,2319.7511,107.3325,94.3726,Mexican
85400,Mexican,Mexican,Latin American,169.9171,4261.1722,185.9679,311.3588,Mexican
85401,Mexican,Mexican,Latin American,210.8405,961.5815,37.4665,12.2605,Mexican
85402,Mexican,Mexican,Latin American,40.1454,170.1304,3.6278,0.7279,Mexican
85403,Mexican,Mexican,Latin American,29.5959,157.3102,7.2791,6.3324,Mexican
85404,Mexican,Mexican,Latin American,29.3600,128.0000,7.3200,0.7600,Mexican
85405,Mexican,Mexican,Latin American,0.0000,490.5000,0.0000,54.5000,Mexican
85406,Mexican,Mexican,Latin American,94.6101,1679.4328,116.3759,91.4588,Mexican
85407,Mexican,Mexican,Latin American,35.7038,1034.7287,14.1705,100.3213,Mexican
85408,Mexican,Mexican,Latin American,60.1010,2035.8629,237.3961,91.9676,Mexican
85409,Mexican,Mexican,Latin American,76.9032,381.1922,11.3282,8.0058,Mexican
85410,Mexican,Mexican,Latin American,287.5325,3356.6142,187.0174,166.9247,Mexican
85411,Mexican,Mexican,Latin American,35.5645,153.5575,3.6406,1.1642,Mexican
85412,Mexican,Mexican,Latin American,471.1558,3398.0045,236.2820,65.8649,Mexican
85413,Mexican,Mexican,Latin American,15.0463,994.1140,100.1139,59.1617,Mexican
85414,Mexican,Mexican,Latin American,561.0806,3303.9723,172.5578,57.1464,Mexican
85415,Mexican,Mexican,Latin American,39.9743,412.3722,12.7513,22.5166,Mexican
85416,Mexican,Mexican,Latin American,10.1119,1526.4654,103.6494,119.7201,Mexican
85417,Mexican,Mexican,Latin American,33.8700,3948.6304,407.0142,236.9817,Mexican
85418,Mexican,Mexican,Latin American,10.6490,455.4000,5.6120,44.5050,Mexican
85419,Mexican,Mexican,Latin American,631.5937,2487.0445,9.3080,2.6492,Mexican
85420,Mexican,Mexican,Latin American,229.0117,1903.2870,119.4732,61.6428,Mexican
85421,Mexican,Mexican,Latin American,18.9389,94.7760,4.2794,2.6488,Mexican
85422,Mexican,Mexican,Latin American,0.8574,482.9116,0.2607,54.2591,Mexican
85423,Mexican,Mexican,Latin American,8.7780,78.3185,6.1659,0.3564,Mexican
85424,Mexican,Mexican,Latin American,189.0856,2048.3413,129.7509,84.5384,Mexican
85425,Mexican,Mexican,Latin American,39.5461,985.1063,90.0043,52.8086,Mexican
85426,Mexican,Mexican,Latin American,134.0136,6388.3400,30.7244,637.2606,Mexican
85427,Mexican,Mexican,Latin American,,,,,Mexican
85428,Mexican,Mexican,Latin American,4.4967,744.4800,61.5861,51.4206,Mexican
85429,Mexican,Mexican,Latin American,36.8564,1008.5490,12.9278,100.2237,Mexican
85430,Mexican,Mexican,Latin American,55.9361,426.1218,29.0548,17.4272,Mexican
85431,Mexican,Mexican,Latin American,27.0715,521.5308,91.5597,2.7733,Mexican
85432,Mexican,Mexican,Latin American,114.1200,950.2500,10.6545,59.2125,Mexican
85433,Mexican,Mexican,Latin American,26.2327,1169.7015,182.1936,33.3483,Mexican
85434,Mexican,Mexican,Latin American,14.9174,66.3912,2.5328,0.4648,Mexican
85435,Mexican,Mexican,Latin American,45.8239,268.9619,9.0752,8.9052,Mexican
85436,Mexican,Mexican,Latin American,16.3024,272.5113,47.1488,1.8588,Mexican
85437,Mexican,Mexican,Latin American,40.8169,1032.3121,154.4503,23.5324,Mexican
85438,Mexican,Mexican,Latin American,11.5464,61.7257,1.8394,0.3183,Mexican
85439,Mexican,Mexican,Latin American,44.2179,281.1834,13.4517,9.2808,Mexican
85440,Mexican,Mexican,Latin American,121.9231,843.6844,7.4699,42.0069,Mexican
85441,Mexican,Mexican,Latin American,22.0375,1072.5675,62.8800,82.3294,Mexican
85442,Mexican,Mexican,Latin American,58.1238,250.4200,4.7448,0.5931,Mexican
85443,Mexican,Mexican,Latin American,86.2291,365.4185,14.9638,1.8512,Mexican
85444,Mexican,Mexican,Latin American,47.7217,282.0579,8.7654,0.3134,Mexican
85445,Mexican,Mexican,Latin American,14.0944,104.8800,1.8612,0.7236,Mexican
85446,Mexican,Mexican,Latin American,34.7974,155.5572,6.8082,1.4803,Mexican
85447,Mexican,Mexican,Latin American,28.9514,369.1333,12.4101,7.6527,Mexican
85448,Mexican,Mexican,Latin American,1.6345,7.0000,0.1925,0.0175,Mexican
85449,Mexican,Mexican,Latin American,21.1732,1987.9217,362.6139,41.5952,Mexican
85450,Mexican,Mexican,Latin American,71.7040,1059.1636,103.5202,44.4267,Mexican
85451,Mexican,Mexican,Latin American,79.1618,1517.7339,83.9927,98.7424,Mexican
85452,Mexican,Mexican,Latin American,459.7072,3383.8325,234.3885,75.9491,Mexican
85453,Mexican,Mexican,Latin American,24.2028,2688.5382,171.6432,211.5729,Mexican
85454,Mexican,Mexican,Latin American,28.7554,1470.0574,135.5511,86.9511,Mexican
85455,Mexican,Mexican,Latin American,249.6870,3195.0091,62.8246,220.1301,Mexican
85456,Mexican,Mexican,Latin American,290.3383,3806.9050,266.3100,179.1165,Mexican
85457,Mexican,Mexican,Latin American,29.6744,117.7624,2.1864,0.6850,Mexican
85458,Mexican,Mexican,Latin American,33.4792,159.4583,5.7962,1.0759,Mexican
85459,Mexican,Mexican,Latin American,34.0414,376.3390,7.3804,27.6657,Mexican
85460,Mexican,Mexican,Latin American,95.4683,2027.8621,166.2936,105.9775,Mexican
85461,Mexican,Mexican,Latin American,9.5134,275.8740,1.3424,27.3150,Mexican
85462,Mexican,Mexican,Latin American,292.4335,1932.1349,136.7723,33.1562,Mexican
85463,Mexican,Mexican,Latin American,476.6333,7218.6294,375.6132,423.7839,Mexican
85464,Mexican,Mexican,Latin American,16.7460,2617.4696,247.9832,165.7156,Mexican
85465,Mexican,Mexican,Latin American,21.3550,584.4638,2.4520,55.1857,Mexican
85466,Mexican,Mexican,Latin American,27.3532,561.9608,92.0212,9.2142,Mexican
85467,Mexican,Mexican,Latin American,164.9381,2668.0630,107.4615,179.9715,Mexican
85468,Mexican,Mexican,Latin American,209.4678,1118.4861,67.5182,4.8695,Mexican
85469,Mexican,Mexican,Latin American,0.5361,2.5819,0.1291,0.0440,Mexican
85470,Mexican,Mexican,Latin American,38.9440,1059.2654,89.8477,57.9024,Mexican
85471,Mexican,Mexican,Latin American,94.5279,380.8775,5.3908,1.9267,Mexican
85472,Mexican,Mexican,Latin American,26.8419,1311.1106,206.3107,31.4503,Mexican
85473,Mexican,Mexican,Latin American,2.5484,910.9760,0.0000,102.5000,Mexican
85474,Mexican,Mexican,Latin American,336.4265,2018.9642,54.6559,53.7297,Mexican
85475,Mexican,Mexican,Latin American,408.9469,2163.9006,127.7521,9.0134,Mexican
85476,Mexican,Mexican,Latin American,25.3004,117.2560,4.8225,0.7911,Mexican
85477,Mexican,Mexican,Latin American,485.0114,2156.7210,56.1305,9.3654,Mexican
85478,Mexican,Mexican,Latin American,280.4722,3842.3959,219.0913,205.3828,Mexican
85479,Mexican,Mexican,Latin American,133.5321,844.9256,7.5289,38.1906,Mexican
85480,Mexican,Mexican,Latin American,253.4665,3826.1201,244.9584,206.8248,Mexican
85481,Mexican,Mexican,Latin American,55.4501,1580.4186,57.4442,131.3133,Mexican
85482,Mexican,Mexican,Latin American,13.0490,72.0505,3.3604,2.8618,Mexican
85483,Mexican,Mexican,Latin American,569.1730,3730.7125,183.9984,110.8523,Mexican
85484,Mexican,Mexican,Latin American,1063.9485,5824.6581,174.7949,185.3263,Mexican
85485,Mexican,Mexican,Latin American,69.0175,1338.9523,114.7485,64.3595,Mexican
85486,Mexican,Mexican,Latin American,132.4491,725.7487,21.7725,23.1332,Mexican
85487,Mexican,Mexican,Latin American,24.4186,186.9207,0.4222,0.1407,Mexican
85488,Mexican,Mexican,Latin American,12.1466,1615.4695,191.7547,84.4882,Mexican
85489,Mexican,Mexican,Latin American,121.5998,802.1300,49.0272,16.2420,Mexican
85490,Mexican,Mexican,Latin American,204.1950,1178.2978,36.6061,29.7302,Mexican
85491,Mexican,Mexican,Latin American,24.7730,138.3399,4.8808,3.4051,Mexican
85492,Mexican,Mexican,Latin American,8.9412,37.0079,1.0571,0.1183,Mexican
85493,Mexican,Mexican,Latin American,7.1596,25.2380,0.0072,0.0000,Mexican
85494,Mexican,Mexican,Latin American,802.4356,6417.6107,425.0199,177.9868,Mexican
85495,Mexican,Mexican,Latin American,80.7200,883.0000,92.5600,19.5100,Mexican
85496,Mexican,Mexican,Latin American,38.2283,1115.3150,110.1820,55.5274,Mexican
85497,Mexican,Mexican,Latin American,460.8282,3129.7699,257.7110,37.6392,Mexican
85498,Mexican,Mexican,Latin American,309.0222,2329.6677,79.3505,96.6280,Mexican
85499,Mexican,Mexican,Latin American,48.7997,3219.0277,206.3210,243.7065,Mexican
85500,Mexican,Mexican,Latin American,191.7520,2296.1169,52.2034,151.0533,Mexican
85501,Mexican,Mexican,Latin American,460.9281,3267.4120,75.0915,129.8620,Mexican
85502,Mexican,Mexican,Latin American,11.6270,46.2000,0.9394,0.2310,Mexican
85503,Mexican,Mexican,Latin American,95.8883,2159.0861,183.4695,119.6822,Mexican
85504,Mexican,Mexican,Latin American,357.0306,2612.1387,48.6423,121.2370,Mexican
85505,Mexican,Mexican,Latin American,26.4348,409.2700,0.5677,34.9914,Mexican
85506,Mexican,Mexican,Latin American,73.0510,337.8971,16.6785,3.8076,Mexican
85507,Mexican,Mexican,Latin American,72.7059,5476.6345,173.4315,503.2507,Mexican
85508,Mexican,Mexican,Latin American,1418.1946,10813.0676,428.7382,341.9437,Mexican
85509,Mexican,Mexican,Latin American,67.2866,1440.6369,132.8644,70.6175,Mexican
85510,Mexican,Mexican,Latin American,11.5475,1720.6276,148.7447,117.1983,Mexican
85511,Mexican,Mexican,Latin American,5.0868,21.6154,0.5178,0.0726,Mexican
85512,Mexican,Mexican,Latin American,131.4001,1039.5517,37.5136,53.6389,Mexican
85513,Mexican,Mexican,Latin American,14.5756,155.8400,10.0904,7.5386,Mexican
85514,Mexican,Mexican,Latin American,14.7681,208.7517,6.8927,13.8888,Mexican
85515,Mexican,Mexican,Latin American,0.0000,899.5198,94.5741,55.4573,Mexican
85516,Mexican,Mexican,Latin American,1.0117,408.4071,90.1220,2.3534,Mexican
85517,Mexican,Mexican,Latin American,86.0111,2490.6538,179.7363,163.5395,Mexican
85518,Mexican,Mexican,Latin American,79.4226,965.5119,69.3261,46.5645,Mexican
85519,Mexican,Mexican,Latin American,47.0197,2469.1745,269.8961,135.8610,Mexican
85520,Mexican,Mexican,Latin American,,,,,Mexican
85521,Mexican,Mexican,Latin American,202.4849,809.2533,0.1051,0.0229,Mexican
85522,Mexican,Mexican,Latin American,106.1745,2413.0523,201.3044,126.9462,Mexican
85523,Mexican,Mexican,Latin American,257.9070,1670.6578,100.8787,34.6831,Mexican
85524,Mexican,Mexican,Latin American,248.0131,1484.7526,97.8999,19.9406,Mexican
85525,Mexican,Mexican,Latin American,0.4245,1.2604,0.0212,0.0035,Mexican
85526,Mexican,Mexican,Latin American,18.6173,8722.0051,1824.7186,155.8034,Mexican
85527,Mexican,Mexican,Latin American,39.5390,225.1880,9.2845,5.0563,Mexican
85528,Mexican,Mexican,Latin American,192.2427,1781.5541,106.2022,68.2177,Mexican
85529,Mexican,Mexican,Latin American,85.3546,853.7141,68.3406,2.0402,Mexican
85530,Mexican,Mexican,Latin American,17.8182,80.6051,1.4735,1.2844,Mexican
85531,Mexican,Mexican,Latin American,9.9723,397.0764,21.4497,30.1692,Mexican
85532,Mexican,Mexican,Latin American,436.4699,2313.4257,142.6248,10.9433,Mexican
85533,Mexican,Mexican,Latin American,238.0026,4982.5898,456.6478,241.6518,Mexican
85534,Mexican,Mexican,Latin American,74.7231,679.8080,11.9965,23.0548,Mexican
85535,Mexican,Mexican,Latin American,30.0922,10392.7767,2264.2721,70.0196,Mexican
85536,Mexican,Mexican,Latin American,0.6968,522.5259,90.0407,15.4175,Mexican
85537,Mexican,Mexican,Latin American,12.6072,285.3831,2.7593,26.8914,Mexican
85538,Mexican,Mexican,Latin American,3.1104,153.4400,13.1072,9.5712,Mexican
85539,Mexican,Mexican,Latin American,22.4198,1151.3552,184.0496,32.2847,Mexican
85540,Mexican,Mexican,Latin American,274.0164,2881.5400,56.9008,174.9200,Mexican
85541,Mexican,Mexican,Latin American,62.5098,519.4365,10.1501,30.3481,Mexican
85542,Mexican,Mexican,Latin American,362.7538,1983.6282,125.6492,8.2603,Mexican
85543,Mexican,Mexican,Latin American,296.6571,2684.2267,164.6307,97.0780,Mexican
85544,Mexican,Mexican,Latin American,47.1097,1748.0318,369.5706,11.8726,Mexican
85545,Mexican,Mexican,Latin American,131.4802,1029.8915,27.7872,56.6192,Mexican
85546,Mexican,Mexican,Latin American,53.2951,894.1940,4.4624,73.5812,Mexican
85547,Mexican,Mexican,Latin American,26.2197,1874.1126,143.3045,133.2492,Mexican
85548,Mexican,Mexican,Latin American,21.8799,936.8210,80.9075,67.0419,Mexican
85549,Mexican,Mexican,Latin American,30.5686,839.6973,94.7227,37.2402,Mexican
85550,Mexican,Mexican,Latin American,423.1885,2669.7943,109.8625,68.2969,Mexican
85551,Mexican,Mexican,Latin American,450.6530,2205.7400,18.4198,48.6445,Mexican
85552,Mexican,Mexican,Latin American,83.1953,650.3042,18.0492,31.1689,Mexican
85553,Mexican,Mexican,Latin American,16.5756,1085.9408,12.3813,109.9955,Mexican
85554,Mexican,Mexican,Latin American,102.0509,749.2380,77.5002,19.4945,Mexican
85555,Mexican,Mexican,Latin American,43.9041,1357.4431,73.0242,98.5602,Mexican
85556,Mexican,Mexican,Latin American,200.1513,3395.4149,363.3935,129.6261,Mexican
85557,Mexican,Mexican,Latin American,328.4888,3036.4189,144.9072,123.2262,Mexican
85558,Mexican,Mexican,Latin American,410.0308,2847.0194,232.2584,36.5685,Mexican
85560,Mexican,Mexican,Latin American,107.3101,1196.1779,68.5624,62.6383,Mexican
85561,Mexican,Mexican,Latin American,199.9895,2714.5600,145.2084,160.1298,Mexican
85562,Mexican,Mexican,Latin American,11.3072,52.3400,2.1424,0.6860,Mexican
85563,Mexican,Mexican,Latin American,144.9792,2861.3361,233.9392,149.2960,Mexican
85564,Mexican,Mexican,Latin American,51.0664,268.2137,16.8300,0.4250,Mexican
85565,Mexican,Mexican,Latin American,705.6460,7937.1425,358.2211,436.0317,Mexican
85566,Mexican,Mexican,Latin American,137.2746,1822.5467,182.0329,57.2867,Mexican
85567,Mexican,Mexican,Latin American,9.7843,69.3978,0.3489,0.0846,Mexican
85568,Mexican,Mexican,Latin American,224.5032,1893.3616,86.0131,74.1343,Mexican
85569,Mexican,Mexican,Latin American,213.2868,1360.6565,33.8398,45.1743,Mexican
85570,Mexican,Mexican,Latin American,275.2177,1421.1680,82.6322,8.3739,Mexican
85571,Mexican,Mexican,Latin American,129.5138,654.6560,15.6810,6.9986,Mexican
85572,Mexican,Mexican,Latin American,16.2308,551.2120,6.2349,53.5657,Mexican
85573,Mexican,Mexican,Latin American,63.5473,980.6155,106.6496,32.5938,Mexican
85574,Mexican,Mexican,Latin American,1.2735,28.9979,5.6735,0.1523,Mexican
85575,Mexican,Mexican,Latin American,29.6868,206.7700,3.5200,9.7034,Mexican
85576,Mexican,Mexican,Latin American,59.8712,2258.3000,24.3012,231.6220,Mexican
85577,Mexican,Mexican,Latin American,10.0455,1867.7666,230.6551,94.7688,Mexican
85578,Mexican,Mexican,Latin American,75.4837,1956.9742,199.7208,98.3448,Mexican
85579,Mexican,Mexican,Latin American,80.7727,1453.2613,226.5445,27.0349,Mexican
85580,Mexican,Mexican,Latin American,107.5696,2580.2305,214.6987,147.0146,Mexican
85581,Mexican,Mexican,Latin American,23.4289,237.0367,3.4689,15.8717,Mexican
85582,Mexican,Mexican,Latin American,4.8881,830.0427,180.4015,4.8460,Mexican
85583,Mexican,Mexican,Latin American,41.3011,166.9388,4.4585,0.8483,Mexican
85584,Mexican,Mexican,Latin American,468.3834,2642.8974,110.4681,29.3279,Mexican
85585,Mexican,Mexican,Latin American,38.8772,1453.6600,115.3578,94.1506,Mexican
85587,Mexican,Mexican,Latin American,62.3569,258.3127,2.9857,0.6482,Mexican
85588,Mexican,Mexican,Latin American,6.5380,379.6960,0.7700,40.8700,Mexican
85589,Mexican,Mexican,Latin American,7.9516,77.4054,0.2111,0.0704,Mexican
85590,Mexican,Mexican,Latin American,194.1074,2373.7700,26.5060,167.5743,Mexican
85591,Mexican,Mexican,Latin American,114.2561,471.4313,30.1659,18.5003,Mexican
85592,Mexican,Mexican,Latin American,671.5770,4261.5028,69.5980,138.3990,Mexican
85593,Mexican,Mexican,Latin American,178.0712,896.9655,31.0492,5.4131,Mexican
85594,Mexican,Mexican,Latin American,69.7512,1211.3388,97.6041,60.6191,Mexican
85595,Mexican,Mexican,Latin American,0.0000,0.0000,0.0000,0.0000,Mexican
85596,Mexican,Mexican,Latin American,28.0656,644.6450,43.8161,40.5655,Mexican
85597,Mexican,Mexican,Latin American,64.2176,5342.7520,443.3547,362.3839,Mexican
85598,Mexican,Mexican,Latin American,56.9794,331.3267,26.0686,1.9111,Mexican
85599,Mexican,Mexican,Latin American,393.3745,1823.1321,41.7183,22.7160,Mexican
85600,Mexican,Mexican,Latin American,121.1840,2190.2289,62.6109,179.5966,Mexican
85601,Mexican,Mexican,Latin American,420.0059,3430.6563,210.6040,108.3666,Mexican
85602,Mexican,Mexican,Latin American,40.0283,219.5646,6.7021,6.9816,Mexican
85603,Mexican,Mexican,Latin American,18.3244,288.8632,17.0414,17.2675,Mexican
85604,Mexican,Mexican,Latin American,41.5176,1308.0761,96.4399,84.3749,Mexican
85605,Mexican,Mexican,Latin American,14.2317,73.1575,2.3078,1.8491,Mexican
85606,Mexican,Mexican,Latin American,83.1757,568.2535,20.4320,20.6816,Mexican
85607,Mexican,Mexican,Latin American,124.2420,1696.5115,236.4058,31.5311,Mexican
85608,Mexican,Mexican,Latin American,16.6746,73.8813,2.1755,0.5750,Mexican
85609,Mexican,Mexican,Latin American,25.3638,466.8513,3.3612,41.2125,Mexican
85610,Mexican,Mexican,Latin American,212.5458,2264.6775,19.3343,153.1715,Mexican
85611,Mexican,Mexican,Latin American,73.8732,296.5670,6.8027,1.5727,Mexican
85612,Mexican,Mexican,Latin American,391.2093,2522.3926,220.8184,14.9374,Mexican
85613,Mexican,Mexican,Latin American,68.0513,1212.4165,35.6823,94.7221,Mexican
85614,Mexican,Mexican,Latin American,83.3008,1062.6555,46.7948,62.8133,Mexican
85615,Mexican,Mexican,Latin American,67.6630,1315.0704,140.6297,48.6284,Mexican
85616,Mexican,Mexican,Latin American,19.2483,1279.4612,132.2732,78.4388,Mexican
85617,Mexican,Mexican,Latin American,190.6317,4707.1382,453.0659,233.8516,Mexican
85618,Mexican,Mexican,Latin American,37.5971,324.6946,15.4427,12.9330,Mexican
85619,Mexican,Mexican,Latin American,24.1305,628.4526,104.6823,12.2166,Mexican
85620,Mexican,Mexican,Latin American,115.8429,1424.5262,171.4383,28.1017,Mexican
85621,Mexican,Mexican,Latin American,0.1061,0.3151,0.0053,0.0009,Mexican
85623,Mexican,Mexican,Latin American,27.4457,138.5567,6.1610,4.7962,Mexican
85624,Mexican,Mexican,Latin American,292.7718,5805.3356,418.7794,322.5128,Mexican
85625,Mexican,Mexican,Latin American,80.5019,1803.2959,200.9682,72.5522,Mexican
85626,Mexican,Mexican,Latin American,0.0000,403.4667,89.7600,2.2667,Mexican
85627,Mexican,Mexican,Latin American,,,,,Mexican
85628,Mexican,Mexican,Latin American,10.2740,574.4012,105.7942,12.3047,Mexican
85629,Mexican,Mexican,Latin American,227.4070,2209.1640,232.1950,42.1938,Mexican
85630,Mexican,Mexican,Latin American,249.8159,3855.0847,266.0018,198.9284,Mexican
85631,Mexican,Mexican,Latin American,63.9490,2631.4602,276.3617,137.5877,Mexican
85632,Mexican,Mexican,Latin American,76.0079,565.0293,17.1241,28.2416,Mexican
85633,Mexican,Mexican,Latin American,18.8508,83.5695,3.8097,0.9479,Mexican
85634,Mexican,Mexican,Latin American,79.1559,438.2960,0.8468,0.3575,Mexican
85635,Mexican,Mexican,Latin American,23.4380,752.5000,55.6509,48.3641,Mexican
85636,Mexican,Mexican,Latin American,22.8508,1122.5914,137.6959,50.3530,Mexican
85637,Mexican,Mexican,Latin American,184.7382,2381.4486,323.1663,39.5289,Mexican
85638,Mexican,Mexican,Latin American,6.9244,518.9600,41.3374,35.3678,Mexican
85639,Mexican,Mexican,Latin American,13.1347,902.6644,5.2391,93.0224,Mexican
85640,Mexican,Mexican,Latin American,54.1140,2214.2552,199.5887,129.8499,Mexican
85641,Mexican,Mexican,Latin American,64.0799,735.8775,57.0280,30.8423,Mexican
85642,Mexican,Mexican,Latin American,46.7964,792.1285,30.1688,56.5053,Mexican
85643,Mexican,Mexican,Latin American,67.8452,1777.6605,281.2742,37.0112,Mexican
85644,Mexican,Mexican,Latin American,158.7265,2532.7563,164.9310,133.4098,Mexican
85645,Mexican,Mexican,Latin American,388.5482,2350.4891,55.8223,64.7218,Mexican
85647,Mexican,Mexican,Latin American,51.6899,361.4376,9.3006,17.0854,Mexican
85648,Mexican,Mexican,Latin American,50.6010,2289.8496,231.5207,123.8379,Mexican
85649,Mexican,Mexican,Latin American,51.1198,1614.7870,88.8926,120.0090,Mexican
85650,Mexican,Mexican,Latin American,8.8187,38.5088,1.5637,0.3245,Mexican
85651,Mexican,Mexican,Latin American,53.2003,232.8850,9.7106,1.6754,Mexican
85652,Mexican,Mexican,Latin American,10127.4377,59867.7915,6185.2047,947.7555,Mexican
85653,Mexican,Mexican,Latin American,4.3600,617.9012,110.8642,16.9497,Mexican
85654,Mexican,Mexican,Latin American,51.9296,1057.5056,67.1067,70.1450,Mexican
85655,Mexican,Mexican,Latin American,109.3754,677.6131,15.3049,20.0036,Mexican
85656,Mexican,Mexican,Latin American,345.1896,4647.6534,468.6175,203.3241,Mexican
85657,Mexican,Mexican,Latin American,88.7726,548.8301,28.3256,11.5114,Mexican
85658,Mexican,Mexican,Latin American,51.3720,1394.3362,93.6764,88.7807,Mexican
85659,Mexican,Mexican,Latin American,59.2836,1068.3468,23.0423,86.5596,Mexican
85660,Mexican,Mexican,Latin American,212.0648,1120.9846,75.7254,2.1338,Mexican
85661,Mexican,Mexican,Latin American,14.0214,884.6820,121.9313,34.5124,Mexican
85662,Mexican,Mexican,Latin American,104.5375,1508.3558,85.6946,82.1757,Mexican
85663,Mexican,Mexican,Latin American,263.3940,1686.5041,23.8019,59.1709,Mexican
85664,Mexican,Mexican,Latin American,149.3388,1687.4705,125.9562,68.0449,Mexican
85665,Mexican,Mexican,Latin American,44.5638,2264.3610,58.1962,216.3967,Mexican
85666,Mexican,Mexican,Latin American,86.2075,1104.7564,117.9261,33.5577,Mexican
85667,Mexican,Mexican,Latin American,42.3805,766.2600,81.6853,31.0757,Mexican
85668,Mexican,Mexican,Latin American,474.5142,2233.8860,9.5882,47.7599,Mexican
85669,Mexican,Mexican,Latin American,14.7225,3185.7241,566.9406,81.6268,Mexican
85670,Mexican,Mexican,Latin American,0.7002,56.5154,0.0767,6.0035,Mexican
85671,Mexican,Mexican,Latin American,15.9559,900.8515,81.1866,65.3730,Mexican
85672,Mexican,Mexican,Latin American,8.7574,374.6940,1.3487,38.3369,Mexican
85673,Mexican,Mexican,Latin American,37.8699,1998.4649,148.9602,138.0747,Mexican
85674,Mexican,Mexican,Latin American,1.8681,5.9870,0.1154,0.0367,Mexican
85675,Mexican,Mexican,Latin American,54.4969,2218.1649,164.9417,149.4222,Mexican
