xmin,alpha,sigma_alpha,lognormal_mu,lognormal_sigma,exponential_lambda,truncated_powerlaw_alpha,truncated_powerlaw_lambda,R_powerlaw_lognormal,p_powerlaw_lognormal,R_powerlaw_exponential,p_powerlaw_exponential,R_powerlaw_truncated,p_powerlaw_truncated,winner_vs_lognormal,winner_vs_exponential,winner_vs_truncated
3.0,1.538920851945318,0.006906971528347855,-10.337928020194404,5.228186669048943,0.005422104017951691,1.4970840892207007,5.9482623696392476e-05,-4.9698367276490805,6.70093039321793e-07,22.36906116987792,7.877713831694917e-111,-7.918147457295386,0.0,Lognormal,Power law,Truncated power law
