xmin,alpha,sigma_alpha,alpha_ci_lower,alpha_ci_upper,R_powerlaw_vs_lognormal,p_powerlaw_vs_lognormal,beta,sigma_beta,beta_ci_lower,beta_ci_upper
3.0,1.538920851945318,0.006906971528347855,1.5253831877497561,1.5524585161408797,-4.9698367276490805,6.70093039321793e-07,1.8555600444672826,0.023781414933218833,1.8089484711981738,1.9021716177363914
