Iteration,a,b,c,R2,RMSE,MAE,Lmin,Recipe_Length_Groups
51,13.252134746103732,-0.26755935533022346,-0.020084946291270445,0.991857536106632,0.05754270029016167,0.04999384722701059,13.3,25
52,13.112940494988097,-0.2573888958693237,-0.019018109567001965,0.9891846781847962,0.06486691170562385,0.054843761973967134,13.5,25
53,13.034637664799753,-0.2526007496045983,-0.018560780104971218,0.9813812517726634,0.08429561127607003,0.0657506193495675,13.6,25
54,13.125762864156103,-0.25850860115004554,-0.0191591088666985,0.9857395549837603,0.07465116004413097,0.06408115894249043,13.5,25
55,13.33669367619892,-0.2732703733284226,-0.02078279610825934,0.9894136138942643,0.06760946475622231,0.0585713927416421,13.1,24
56,13.201517866723947,-0.2651998149342407,-0.0199166278961622,0.9881254000175423,0.06893507492121101,0.061101331928812785,13.3,25
57,13.18163952734089,-0.2600529230549851,-0.019105488368050573,0.9839839727003958,0.08045843534641554,0.06262342015846535,13.6,25
58,13.082805593232905,-0.2553562689811924,-0.018783172041762636,0.9844572079609553,0.07633414094056212,0.06396224374760064,13.6,26
59,13.181236192938,-0.263229437349017,-0.01969202352057324,0.9895601539637071,0.06435329675323939,0.05644487120367721,13.4,25
60,13.184712075775447,-0.2614868784228445,-0.01934852338065802,0.9865243852656973,0.07357048465274076,0.06365079160633812,13.5,25
61,13.213989705764769,-0.26565761592185283,-0.019924720873733148,0.9908186840249854,0.05984010066251481,0.050490769558314295,13.3,26
62,13.166834888310692,-0.2576113993265203,-0.018698244653284218,0.9857805976107492,0.07466001965122317,0.06267474788946305,13.8,26
63,13.095186845716281,-0.2572304170286239,-0.01907035610537158,0.9828879326111153,0.08152008315866363,0.06624901721782919,13.5,25
64,13.204533903404151,-0.2658680795409462,-0.02015770179377076,0.9918470092877629,0.05770514862560762,0.048082933089732625,13.2,24
65,13.133059270155869,-0.26041427246279264,-0.019507312387325094,0.9850077319710553,0.07638863196878777,0.06707003715650145,13.3,25
66,12.777240548155262,-0.23801421704795114,-0.0173476724977811,0.9711875072636931,0.09801486404941401,0.07577222890935485,13.7,26
67,13.140516887117883,-0.26069310505088683,-0.019477396655956384,0.9865233638470294,0.07261283436071136,0.06510207530214657,13.4,25
68,12.955717712969049,-0.2524099880210306,-0.018922932731811733,0.9886937960444976,0.06387048565896865,0.05555023308175002,13.3,25
69,13.054576131097965,-0.25972970942562906,-0.019833676265911183,0.9903546239851574,0.06071568375763697,0.04698807510513866,13.1,24
70,13.194856113099041,-0.26550135002328484,-0.020073258727754253,0.9899570615582535,0.06299079577086032,0.05060264532187333,13.2,25
71,13.220649037329782,-0.262340674756922,-0.01932317558615755,0.9865139022346026,0.07430812462482085,0.06100703834610918,13.6,25
72,13.130997205621819,-0.25925676264098596,-0.019283238021837196,0.9855489744634724,0.0751599058285844,0.06580234532338224,13.4,25
73,13.169750066782292,-0.26171442050670235,-0.019468499462111825,0.9901512179284866,0.06365427030045619,0.05608572029853098,13.4,24
74,13.359541468345315,-0.2731869233057409,-0.020539949189884246,0.9885222331587074,0.0698675017614067,0.06314200609343253,13.3,25
75,13.043440886705522,-0.25398570963227546,-0.018732427728046095,0.9823645983945662,0.08067826980237504,0.06011718854368963,13.6,26
76,13.076363553398004,-0.25530262763122663,-0.01881715939029109,0.98701654674105,0.07068045909214847,0.06288364188860804,13.6,25
77,12.989792885353754,-0.2513284558802995,-0.018548877021196914,0.9861710101269306,0.0716157239509702,0.0597335112947075,13.6,25
78,13.07432737155836,-0.25522215276120264,-0.018782229079607245,0.98477186496436,0.07817634526580289,0.06501384031640023,13.6,24
79,13.216266506229783,-0.26668404959535436,-0.020119834225042942,0.9899764640896009,0.06446729563678577,0.04967594533344092,13.3,24
80,13.056564755918465,-0.2504880222957335,-0.017946814900258637,0.9775779448487899,0.09252397136722605,0.07672885134378835,13.9,26
81,13.126368335034284,-0.25776247293940646,-0.018972393247248504,0.9846993030937201,0.0778080768695341,0.06719274526736604,13.6,25
82,13.091172266065838,-0.25721877052202063,-0.019097904620963876,0.9801181470222737,0.08953174155212562,0.07499038032966417,13.4,24
83,12.979539361714773,-0.25243231621218376,-0.01880709120822469,0.9877349565369067,0.06599745891812514,0.0562721863929702,13.4,26
84,13.106086667927014,-0.2532468099842908,-0.018239201617360062,0.9783810804047622,0.09142963200424593,0.0771718519697617,13.9,26
85,13.113842467951871,-0.2596903195492638,-0.019470023594047516,0.9888102520213558,0.06563619533002853,0.0562411029382411,13.3,25
86,13.27564731136835,-0.26606378869230246,-0.019671712124722022,0.9852433889032433,0.07858036317182798,0.06062280836775656,13.5,25
87,13.055136743980073,-0.25288104507365256,-0.018419007039066435,0.9858584992388209,0.07397711993176498,0.06545010795032986,13.7,25
88,13.247971359210188,-0.2698566957480312,-0.02060621560380471,0.992963742317676,0.05394569638118939,0.04582316283432375,13.1,24
89,13.179153877483053,-0.25988731264619225,-0.0190881125178077,0.9854592141586583,0.0753333169951573,0.06792957480094983,13.6,26
90,13.260859456732344,-0.2662244624357731,-0.01978632320672261,0.9919525009071097,0.05755783577878542,0.049679867934399054,13.4,25
91,13.044760154186264,-0.2560876267236865,-0.01909277636670058,0.9915668801758707,0.056288217791212486,0.04872471503108862,13.4,25
92,13.088284089772582,-0.2539392843127646,-0.018533559425965386,0.9838237716334832,0.07811287734836884,0.06500096818765495,13.7,26
93,13.085471524577608,-0.2559432751075018,-0.01887473331253623,0.9840366640732403,0.0787166219151292,0.0633922695682957,13.6,25
94,13.290045655884354,-0.2696124965729536,-0.020356678832868402,0.9909321641819693,0.062091903276787326,0.05400224448235543,13.3,24
95,13.271924857334103,-0.2693162339906411,-0.02023497943290202,0.9892189572685782,0.06685058823951401,0.05724945685145066,13.3,25
96,13.077024223087744,-0.25170124464683663,-0.01800445840646217,0.9789568331398325,0.09011783632399137,0.07752358130180105,14.0,26
97,13.209940140198501,-0.26434098928637006,-0.019723173923679053,0.98731652753998,0.07148877634120933,0.059563982291137595,13.4,25
98,13.029245219725436,-0.2520435208487632,-0.018461702023294776,0.9825182802730281,0.08027461715157827,0.06801366581927876,13.6,26
99,13.214166352814637,-0.26381377932212224,-0.019598905091956626,0.9860258669706291,0.07532326424392995,0.06429909614401907,13.4,25
100,13.25867264830589,-0.2680186567187127,-0.020190181949724446,0.9896229201309579,0.06493372878446414,0.05349148537216855,13.3,25
